area_id,impact_id,name,name_html,category,geography
1,3,"AWID (Association of Women's Rights in Development) - a member driven organization that has different economic justice programs, including tracking corporate tax policies, funding for feminist organizations, and anti-capitalist/extractive industry work. They specifically support ""feminist, women’s rights and gender justice movements to thrive, to be a driving force in challenging systems of oppression, and to co-create feminist realities.""","<a href=""https://www.awid.org/"" target=""_blank"">AWID (Association of Women's Rights in Development)</a> - a member driven organization that has different economic justice programs, including tracking corporate tax policies, funding for feminist organizations, and anti-capitalist/extractive industry work. They specifically support ""feminist, women’s rights and gender justice movements to thrive, to be a driving force in challenging systems of oppression, and to co-create feminist realities.""",Funder,Globally
3,3,BigUp put out an open call to help train an AI model to encourage women to use more assertive and self-promotional language in their professional biographies.,"<a href=""https://www.bigup.ai/"" target=""_blank"">BigUp</a> put out an open call to help train an AI model to encourage women to use more assertive and self-promotional language in their professional biographies.",Digital rights,Globally
3,3,"Oxford Internet Institute's research includes looking at the impact of AI in advertising, for example, from a gender perspective.","<a href=""https://www.oii.ox.ac.uk/blog/algorithmic-bias-within-online-behavioural-advertising-means-public-could-be-missing-out-says-associate-professor-sandra-wachter/"" target=""_blank"">Oxford Internet Institute's</a> research includes looking at the impact of AI in advertising, for example, from a gender perspective.",Digital rights,United Kingdom
1,3,AI Now Institute's 2019 report investigated economic inequality in labor.,"<a href=""https://ainowinstitute.org/AI_Now_2019_Report.pdf"" target=""_blank"">AI Now Institute's 2019 report</a> investigated economic inequality in labor.",Digital rights,United States
1,3,"New Economy Coalition - a membership-based network representing the solidarity economy movement in the United States. ""We exist to organize our members into a more powerful and united force, in order to accelerate the transition of our economic system from capitalism to a solidarity economy. NEC’s members are a cross section of nonprofits, mission-driven businesses, grassroots community organizations, and sectoral associations. While many groups are focused on a particular strategy or are based in a specific geographic region, they join NEC to be part of a network that is cross-sectoral and national in scope.""","<a href=""https://neweconomy.net/"" target=""_blank"">New Economy Coalition</a> - a membership-based network representing the solidarity economy movement in the United States. ""We exist to organize our members into a more powerful and united force, in order to accelerate the transition of our economic system from capitalism to a solidarity economy. NEC’s members are a cross section of nonprofits, mission-driven businesses, grassroots community organizations, and sectoral associations. While many groups are focused on a particular strategy or are based in a specific geographic region, they join NEC to be part of a network that is cross-sectoral and national in scope.""",Social movement,United States
3,3,ActionAid did research on protecting women's rights in global supply chains.,"ActionAid did <a href=""https://actionaid.org/publications/2020/we-mean-business-protecting-womens-rights-global-supply-chains"" target=""_blank"">research on protecting women's rights in global supply chains.</a>",Civil society,Global South
3,3,"Women at the Table has done extensive research on the gendered bias and impact of AI HR. The organization has launched A+ Alliance: Affirmative Action for Algorithms, the international coalition that seeks to not only detect, but correct, gender bias in Artificial Intelligence.","<a href=""https://www.womenatthetable.net/"" target=""_blank"">Women at the Table</a><a href=""https://www.womenatthetable.net/"" target=""_blank""> </a>has <a href=""https://uploads.strikinglycdn.com/files/94e6d2d1-0f00-4161-a8b2-9cbbbefc74f6/AI%20Recruitment-%20Digital%20dream%20or%20dystopia.pdf"" target=""_blank"">done extensive research on the gendered bias and impact of AI HR</a>. The organization has launched <a href=""https://aplusalliance.org/en/pages/alliance"" target=""_blank"">A+ Alliance: Affirmative Action for Algorithms</a>, the international coalition that seeks to not only detect, but correct, gender bias in Artificial Intelligence.",Digital rights,United States
1,3,"The University of Austin at Texas: Bridging Barriers does research into impacts of AI on society. The Austin AI Housing Analysis developed ""a value-driven AI system that can evaluate historical housing development and help policymakers shape equitable, inclusive and sustainable plans and regulation.""","<a href=""https://bridgingbarriers.utexas.edu/"" target=""_blank"">The University of Austin at Texas: Bridging Barriers</a> does research into impacts of AI on society. The <a href=""https://bridgingbarriers.utexas.edu/projects/austin-ai-housing-analysis/"" target=""_blank"">Austin AI Housing Analysis</a> developed ""a value-driven AI system that can evaluate historical housing development and help policymakers shape equitable, inclusive and sustainable plans and regulation.""",Academic / Researcher,United States
1,3,"Fair, Green, and Global Alliance - the FGG Alliance set out to strengthen civil society in the global South by supporting people’s involvement in decision-making processes at all levels. We explicitly focused on ‘building the bargaining and negotiating capacity’ of FGG partners and communities so they could effectively influence the laws and policies of governments and companies. The Fair, Green and Global (FGG) Alliance focuses on improving corporate conduct, trade and investment, and financial and tax systems to bring about more inclusive societies in which human rights are respected and global public goods managed sustainably. Primarily working on development, trade, environmental, and economic issues.","<a href=""https://fairgreenglobal.org/"" target=""_blank"">Fair, Green, and Global Alliance</a> - the FGG Alliance set out to strengthen civil society in the global South by supporting people’s involvement in decision-making processes at all levels. We explicitly focused on ‘building the bargaining and negotiating capacity’ of FGG partners and communities so they could effectively influence the laws and policies of governments and companies. The Fair, Green and Global (FGG) Alliance focuses on improving corporate conduct, trade and investment, and financial and tax systems to bring about more inclusive societies in which human rights are respected and global public goods managed sustainably. Primarily working on development, trade, environmental, and economic issues.",Civil society,European Union
3,3,"Ada’s List is the place for professional women who work in and around the internet to connect, conspire, and take a stand. Women in tech and digital are under-represented across both management and teams.","<a href=""https://www.adaslist.co/"" target=""_blank"">Ada’s List</a> is the place for professional women who work in and around the internet to connect, conspire, and take a stand. Women in tech and digital are under-represented across both management and teams.",Digital rights,United Kingdom
5,3,"Established in 1910, The Urban League is the nation's oldest and largest community based movement devoted to empowering African Americans to enter the economic and social mainstream. Today, the National Urban League, headquartered in New York City, spearheads the non-partisan efforts of its local affiliates. There are over 100 local affiliates of the National Urban League located in 35 states and the District of Columbia providing direct services to more than two million people nationwide through programs, advocacy and research. Their Tech Jobs Program has trained and placed hundreds of long-term-unemployed people in IT jobs.","Established in 1910, <a href=""https://nul.org/"" target=""_blank"">The Urban League</a> is the nation's oldest and largest community based movement devoted to empowering African Americans to enter the economic and social mainstream. Today, the National Urban League, headquartered in New York City, spearheads the non-partisan efforts of its local affiliates. There are over 100 local affiliates of the National Urban League located in 35 states and the District of Columbia providing direct services to more than two million people nationwide through programs, advocacy and research. Their <a href=""https://nul.org/program/urban-tech-jobs-program#:~:text=The%20National%20Urban%20League%20has,Information%20Technology%20(IT)%20sector."" target=""_blank"">Tech Jobs Program</a> has trained and placed hundreds of long-term-unemployed people in IT jobs.",Civil society,United States
2,4,"Climate Change AI is ""an organization that works to facilitate the use of machine learning on the issues of climate change,adaptation and mitigation. Climate Change AI also facilitatescollaborations between machine learning researchers andclimate change domain experts to use machine learningto help mitigate the impacts of climate change."" - Pathways Through the Portal report","<a href=""https://www.climatechange.ai/"" target=""_blank"">Climate Change AI</a> is ""an organization that works to facilitate the use of machine learning on the issues of climate change,<br/>adaptation and mitigation. Climate Change AI also facilitates<br/>collaborations between machine learning researchers and<br/>climate change domain experts to use machine learning<br/>to help mitigate the impacts of climate change."" - Pathways Through the Portal report",Civil society,European Union
2,4,The Green Web Foundation develops tools to speed up the transition towards a green internet.,"<a href=""https://www.thegreenwebfoundation.org/"" target=""_blank"">The Green Web Foundation</a> develops tools to speed up the transition towards a green internet.",Civil society,European Union
2,4,"Sustainable Digital Infrastructure Alliance wants to adapt tech's underlying digital infrastructure, reduce its environmental impact to zero, and make the massive growth sustainable while ensuring it remains open and accessible. They offer a variety of memberships from corporate to individual and bring together people from across industries to foster collaboration, joint research, and projects, as well as define the standards that will power the next generation of digital infrastructure.","<a href=""https://sdialliance.org/"" target=""_blank"">Sustainable Digital Infrastructure Alliance</a> wants to adapt tech's underlying digital infrastructure, reduce its environmental impact to zero, and make the massive growth sustainable while ensuring it remains open and accessible. They offer a variety of memberships from corporate to individual and bring together people from across industries to foster collaboration, joint research, and projects, as well as define the standards that will power the next generation of digital infrastructure.",Civil society,European Union
2,4,The Shift project is a French think tank advocating the shift to a post-carbon economy.,"<a href=""https://theshiftproject.org/en/home/"" target=""_blank"">The Shift project</a> is a French think tank advocating the shift to a post-carbon economy.",Civil society,European Union
2,5,"Natural Resources Defense Council has worked for 50 years on behalf of the Earth and its inhabitants, using the law, campaigns, and business partnerships to advance its goals. They initially focused on environmental protection legislation in the 1970s, and have since branched out into CFCs, nuclear proliferation, oil pollution, and sustainable development in China and India.","<a href=""https://www.nrdc.org/"" target=""_blank"">Natural Resources Defense Council</a> has worked for <a href=""https://nrdc50.org/"" target=""_blank"">50 years</a> on behalf of the Earth and its inhabitants, using the law, campaigns, and business partnerships to advance its goals. They initially focused on environmental protection legislation in the 1970s, and have since branched out into CFCs, nuclear proliferation, oil pollution, and sustainable development in China and India.",Civil society,United States
2,5,"In a heavily-cited study, Cornell University researchers describe how machine learning can be a powerful tool in reducing greenhouse gas emissions and helping society adapt to a changing climate. ""Our recommendations encompass exciting research questions as well as promising business opportunities. We call on the machine learning community to join the global effort against climate change.""","In a heavily-cited <a href=""https://arxiv.org/abs/1906.05433"" target=""_blank"">study</a>, <a href=""https://www.cornell.edu/"" target=""_blank"">Cornell University</a> researchers describe how machine learning can be a powerful tool in reducing greenhouse gas emissions and helping society adapt to a changing climate. ""Our recommendations encompass exciting research questions as well as promising business opportunities. We call on the machine learning community to join the global effort against climate change.""",Academic / Researcher,United States
2,5,"Greenpeace International leads campaigns around the world to protect the Amazon, stop drilling in oceans, fight whaling, etc. They've had particular success taking on consumer brands, including their Green My Apple campaign that convinced Apple, Inc. to make their computers less toxic and more recyclable. They've also campaigned on behalf of green cloud computing. An important part of Greenpeace's work is movement building. They train activists in chapters around the globe, and innovate campaign and direct action methods through offshoots like Mobilisation Lab.","<a href=""https://www.greenpeace.org/international/"" target=""_blank"">Greenpeace International</a> leads campaigns around the world to protect the Amazon, stop drilling in oceans, fight whaling, etc. They've had particular success taking on consumer brands, including their Green My Apple campaign that convinced Apple, Inc. to make their computers less toxic and more recyclable. They've also campaigned on behalf of <a href=""https://www.greenpeace.org/international/publication/7099/make-it-green-cloud-computing-and-its-contribution-to-climate-change/"" target=""_blank"">green cloud computing</a>. An important part of Greenpeace's work is movement building. They train activists in chapters around the globe, and innovate campaign and direct action methods through offshoots like Mobilisation Lab.",Civil society,European Union
2,5,"Climate Justice (Australia): Climate Justice data methodology and resources, including data visualization tools.","<a href=""https://climatejustice.co/"" target=""_blank"">Climate Justice (Australia)</a>: Climate Justice data methodology and resources, including <a href=""https://climatejustice.co/data-visualisation/"" target=""_blank"">data visualization tools</a>.",Civil society,Other
2,5,"Fridays for the Future is a youth-led climate movement based on the mass strikes started by its founder, Greta Thunberg.","<a href=""https://fridaysforfuture.org/"" target=""_blank"">Fridays for the Future</a> is a youth-led climate movement based on the mass strikes started by its founder, Greta Thunberg.",Social movement,European Union
2,5,"Climate Action Tech is a community of practice of tech workers that provides support and guidance for systemic change in their organizations and industries, to face the climate crisis.","<a href=""https://climateaction.tech/"" target=""_blank"">Climate Action Tech </a>is a community of practice of tech workers that provides support and guidance for systemic change in their organizations and industries, to face the climate crisis.",Social movement,Globally
2,5,EIT Climate KIC is Europe's largest public-private innovation partnership and knowledge and innovation community focused on accelerating the transition to a zero-carbon economy.,"<a href=""https://www.climate-kic.org/"" target=""_blank"">EIT Climate KIC</a> is Europe's largest public-private innovation partnership and knowledge and innovation community focused on accelerating the transition to a zero-carbon economy.",Civil society,European Union
2,5,"Extinction Rebellion is a direct-action, decentralized youth-led climate movement. See also: the Sunrise Movement.","<a href=""https://rebellion.global/"" target=""_blank"">Extinction Rebellion</a> is a direct-action, decentralized youth-led climate movement. See also: the Sunrise Movement.",Social movement,Globally
2,5,"Fairphone is a sustainable smartphone company driving conversations about ""fairness"" in the electronics industry. They believe in responsible material sourcing and advocating for workers’ welfare. Fairphone shares all their results freely and aims to set new standards for the entire industry.","<a href=""https://www.fairphone.com/"" target=""_blank"">Fairphone</a> is a sustainable smartphone company driving conversations about ""fairness"" in the electronics industry. They believe in responsible material sourcing and advocating for workers’ welfare. Fairphone shares all their results freely and aims to set new standards for the entire industry.",Industry,European Union
2,5,"By building lasting communities that bring the best technologies to bear on the world’s most important challenges, the AI for Good Foundation drives forward solutions that support the United Nations Sustainable Development Goals (SDG’s). They do this by coordinating the AI research community, technologists, data, and infrastructure with the stakeholders on the ground, policy makers, and the broader public. The group focuses on zero-footprint AI and AI in development contexts.","By building lasting communities that bring the best technologies to bear on the world’s most important challenges, the <a href=""https://ai4good.org/active-projects/"" target=""_blank"">AI for Good Foundation</a> drives forward solutions that support the United Nations Sustainable Development Goals (SDG’s). They do this by coordinating the AI research community, technologists, data, and infrastructure with the stakeholders on the ground, policy makers, and the broader public. The group focuses on zero-footprint AI and AI in development contexts.",Digital rights,"United States, European Union"
2,5,Bits & Bäume is a community and self-proclaimed movement for digitalization and sustainability.,"<a href=""https://bits-und-baeume.org/en"" target=""_blank"">Bits &amp; Bäume</a> is a community and self-proclaimed movement for digitalization and sustainability.",Social movement,European Union
2,5,"The Environmental Defense Fund is the legal arm of the environmental movement. Originally organized around banning DDT, they now work on climate, oceans, conservation, wildlife protection, and movement building. They have 5,000+ volunteers and 730,000+ subscribers, and over 200,000 donors.","The <a href=""https://www.edf.org/"" target=""_blank"">Environmental Defense Fund</a> is the legal arm of the environmental movement. Originally organized around banning DDT, they now work on climate, oceans, conservation, wildlife protection, and movement building. They have 5,000+ volunteers and 730,000+ subscribers, and over 200,000 donors.",Civil society,United States
2,5,"This living list of organizations and networks put together by The World at 1°C, features the grassroots, NGOs, and collectives, predominantly in the Global South, doing good work and in need of further support.","This <a href=""https://worldat1c.org/so-you-want-to-donate-to-the-global-movements-for-climate-justice-a442be08c1eb"" target=""_blank"">living list of organizations and networks</a> put together by The World at 1°C, features the grassroots, NGOs, and collectives, predominantly in the Global South, doing good work and in need of further support.",Social movement,Globally
2,5,Alethea.ai uses synthetic media (deepfakes) to make satirical videos spreading awareness about climate change.,"<a href=""http://alethea.ai/"" target=""_blank"">Alethea.ai</a> uses synthetic media (deepfakes) to make satirical videos spreading awareness about climate change.",Digital rights,United States
2,5,"Restart Project helps people learn how to repair their broken electronics, and rethink how they consume them in the first place.","<a href=""https://therestartproject.org/"" target=""_blank"">Restart Project</a> helps people learn how to repair their broken electronics, and rethink how they consume them in the first place.",Civil society,United Kingdom
2,5,"Sierra Club Foundation is one of the original conservation and environment non-profits. They fund local chapters, groups, and student organizations, and take on coal power, access to conservation lands, and conservation, generally.","<a href=""https://www.sierraclubfoundation.org/"" target=""_blank"">Sierra Club Foundation</a> is one of the original conservation and environment non-profits. They fund local chapters, groups, and student organizations, and take on coal power, access to conservation lands, and conservation, generally.",Civil society,United States
2,5,AI4Cities is a group of six European cities looking for AI solutions to accelerate carbon neutrality using pre-commercial procurement. They have 4.6M Euros to spend on the solutions.,"<a href=""https://ai4cities.eu/"" target=""_blank"">AI4Cities</a> is a group of six European cities looking for AI solutions to accelerate carbon neutrality using pre-commercial procurement. They have 4.6M Euros to spend on the solutions.",Civil society,European Union
2,5,350.org is an umbrella group of climate organizers around the globe. They are a movement building organization that focuses on training groups to run local campaigns with the global aim of ending fossil fuel extraction.,"<a href=""http://350.org/"" target=""_blank"">350.org</a> is an umbrella group of climate organizers around the globe. They are a movement building organization that focuses on training groups to run local campaigns with the global aim of ending fossil fuel extraction.",Civil society,United States
1,6,"Gig Workers Rising is a broad coalition of elected officials, labor unions, and most importantly, platform workers who organized together in an attempt to oppose Proposition 22 in California, which freed gig platform companies from providing the pay and benefits required of full employees.","<a href=""https://nooncaprop22.com/"" target=""_blank"">Gig Workers Rising</a> is a broad coalition of elected officials, labor unions, and most importantly, platform workers who organized together in an attempt to oppose Proposition 22 in California, which freed gig platform companies from providing the pay and benefits required of full employees.",Civil society,United States
1,6,"Gig Workers Are Striking Throughout Latin America. ""On July 1, thousands of delivery workers in Brazil simultaneously went on strike with their counterparts in Mexico, Chile, Argentina, and Ecuador. They are targeting the global behemoth UberEats, and food delivery apps that have sprung up around the region."" In Brazil, Entregadores Anti-fascistas (Anti-fascist deliverers), the São Paulo Motoboys Union. In Mexico, Ni un Repartidor Menos (Not One Delivery Worker Killed).","<a href=""https://www.vice.com/en/article/jgxazk/they-arent-anything-without-us-gig-workers-are-striking-throughout-latin-america"" target=""_blank"">Gig Workers Are Striking Throughout Latin America</a>. ""On July 1, thousands of delivery workers in Brazil simultaneously went on strike with their counterparts in Mexico, Chile, Argentina, and Ecuador. They are targeting the global behemoth UberEats, and food delivery apps that have sprung up around the region."" In Brazil, <a href=""https://www.instagram.com/entregadoresantifascistas/?hl=es"" target=""_blank"">Entregadores Anti-fascistas</a> (Anti-fascist deliverers), the <a href=""http://www.sindimotosp.com.br/"" target=""_blank"">São Paulo Motoboys Union</a>. In Mexico, Ni un Repartidor Menos (Not One Delivery Worker Killed).",Social movement,Brazil
1,6,"Foxglove is organizing social platform content moderators and has forced Facebook to respect their rights, including the PTSD they suffer from working for the platform.","<a href=""https://www.foxglove.org.uk/"" target=""_blank"">Foxglove</a> is organizing social platform content moderators and has forced Facebook to respect <a href=""https://www.foxglove.org.uk/content-moderators-faq"" target=""_blank"">their rights</a>, including the PTSD they suffer from working for the platform.",Digital rights,United Kingdom
1,6,"The International Labour Organization is a United Nations agency. Their Future of Work research series includes well-researched papers like ""The economics of artificial intelligence: Implications for the future of work"" that attempt to prepare policymakers for the unique nature of economic disruption that AI may portend.","<a href=""https://www.ilo.org/global/lang--en/index.htm"" target=""_blank"">The International Labour Organization</a> is a United Nations agency. Their Future of Work research series includes well-researched papers like ""<a href=""https://www.ilo.org/wcmsp5/groups/public/---dgreports/---cabinet/documents/publication/wcms_647306.pdf"" target=""_blank"">The economics of artificial intelligence: Implications for the future of work</a>"" that attempt to prepare policymakers for the unique nature of economic disruption that AI may portend.",Civil society,Globally
1,6,The Why Not Lab is an advocate for labor rights in Switzerland who has dedicated years to persuading traditional unions that data should be an urgent priority for them.,"<a href=""https://www.thewhynotlab.com/"" target=""_blank"">The Why Not Lab</a> is an advocate for labor rights in Switzerland who has dedicated years to persuading traditional unions that data should be an urgent priority for them.<br/>",Civil society,Other
1,6,WeClock is an open-source self-tracking app and community created by partners including the UNI Global Union’s Young Workers’ Lab together with Guardian Project and OkThanks. The app helps workers to discover how much of their time and wellbeing is spent on work. It aims to offer a privacy-preserving way to empower workers and unions in their battle for decent work conditions.,"<a href=""https://weclock.it/"" target=""_blank"">WeClock</a> is an open-source self-tracking app and community created by partners including the UNI Global Union’s Young Workers’ Lab together with Guardian Project and OkThanks. The app helps workers to discover how much of their time and wellbeing is spent on work. It aims to offer a privacy-preserving way to empower workers and unions in their battle for decent work conditions.",Civil society,United States
1,6,"Young Workers Lab is a pop-up research center in the Future World of Work division of UNI Global Union in Switzerland. Their aim is to test how digital technologies, data, and power can be shared to democratize access to the collective value of the digital age.The research engages with young workers, trade unions big and small, technologists, government, civil society, business, academics, and activists.","<a href=""http://www.thefutureworldofwork.org/the-lab/"" target=""_blank"">Young Workers Lab </a>is a pop-up research center in the <a href=""http://www.thefutureworldofwork.org/"" target=""_blank"">Future World of Work</a> division of UNI Global Union in Switzerland. Their aim is to test how digital technologies, data, and power can be shared to democratize access to the collective value of the digital age.The research engages with young workers, trade unions big and small, technologists, government, civil society, business, academics, and activists.",Academic / Researcher,Other
1,6,"Tech Workers Coalition: ""Guided by our vision for an inclusive & equitable tech industry, TWC organizes to build worker power through rank & file self-organization and education.""","<a href=""https://techworkerscoalition.org/"" target=""_blank"">Tech Workers Coalition</a>: ""Guided by our vision for an inclusive & equitable tech industry, TWC organizes to build worker power through rank & file self-organization and education.""",Social movement,United States
1,6,"""#TechWontBuildIt ""is a growing social movement made up of skilled workers in the tech industry who are pushing back against ethically questionable decisions made by their employers. As technology becomes increasingly advanced, complex software has been created with increasingly powerful capabilities. Unfortunately, all too often leadership at these tech companies will sacrifice ethical responsibility for the promise of a lucrative contract. Invigorated by the threat that the current administration poses towards minority groups in the US, tech workers have finally woken up and are organizing to keep their employers in check. Most recently, tech workers at major technology companies have successfully organized and protested to stop their employers from entering into contracts with the US Department of Defense that would implicate them in ethically irresponsible activity. This paper will examine the relationship between Big Tech and the skilled workers building the technology as the #TechWontBuildIt movement progresses. Additionally, this paper will investigate the role of the US government, particularly the US military, in the evolving conflict between tech workers and their employers."" - Lauren Luo, Networked Social Movements. See also #NoTechforICE.","<a href=""https://networkmovements.wordpress.com/2018/10/22/techwontbuildit-big-tech-its-time-for-a-reality-check/"" target=""_blank"">""#TechWontBuildIt</a> ""is a growing social movement made up of skilled workers in the tech industry who are pushing back against ethically questionable decisions made by their employers. As technology becomes increasingly advanced, complex software has been created with increasingly powerful capabilities. Unfortunately, all too often leadership at these tech companies will sacrifice ethical responsibility for the promise of a lucrative contract. Invigorated by the threat that the current administration poses towards minority groups in the US, tech workers have finally woken up and are organizing to keep their employers in check. Most recently, tech workers at major technology companies have successfully organized and protested to stop their employers from entering into contracts with the US Department of Defense that would implicate them in ethically irresponsible activity. This paper will examine the relationship between Big Tech and the skilled workers building the technology as the #TechWontBuildIt movement progresses. Additionally, this paper will investigate the role of the US government, particularly the US military, in the evolving conflict between tech workers and their employers."" - Lauren Luo, <a href=""https://networkmovements.wordpress.com/2018/10/22/techwontbuildit-big-tech-its-time-for-a-reality-check/"" target=""_blank"">Networked Social Movements. </a>See also <a href=""https://twitter.com/search?q=%23Notechforice&amp;src=typed_query"" target=""_blank"">#NoTechforICE.</a>",Social movement,United States
1,6,Kolyma 2 is a workers-owned coop founded when VC-funded gig app Deliveroo suddenly left the Berlin food delivery market.,"<a href=""https://www.kolyma2.de/en/"" target=""_blank"">Kolyma 2 i</a>s a workers-owned coop founded when VC-funded gig app Deliveroo suddenly left the Berlin food delivery market.",Civil society,Germany
1,6,"Domestic work has deep intersections with race in the United States; nannies and other domestic caregivers were explicitly excluded from hard-won labor protections due to the legacy of slavery. National Domestic Workers Alliance is building a domestic worker movement by organizing these workers, who are often in precarious economic, relational, and/or legal situations. The emergence of AI-powered labor platforms like Handy that match workers to jobs could exacerbate labor conditions with inhumane algorithmic management. For example, a caregiver who is late to a job due to a situation beyond their control, like transit delays, could be automatically penalized by the AI management algorithm the platform uses where a human client would have understood and shown mercy. NDWA Labs, ""the innovation arm"" of the organization, is deploying technology to do just the opposite, ""building products that transform domestic work jobs into good jobs by bringing respect, living wages, and benefits to an invisible, undervalued, and vulnerable part of the economy."" That includes Alia, a digital platform that makes it easy for domestic workers to receive portable benefits such as paid time off and insurance, and La Alianza, a digital media platform and chatbot with over 230K users that make it easy for domestic workers to obtain vital information and resources to improve their working conditions. NDWA has organized over 250,000 workers to their movement in all 50 states, won 12 new rights through Domestic Workers Bills of Rights in 9 states and 2 cities, and support over 75 local Affiliates & Chapters. The group deftly uses popular media, such as the feature film 'The Help,' to organize.","Domestic work has deep intersections with race in the United States; nannies and other domestic caregivers were explicitly excluded from hard-won labor protections due to the legacy of slavery. <a href=""https://domesticworkers.org/"" target=""_blank"">National Domestic Workers Alliance</a> is building a domestic worker movement by organizing these workers, who are often in precarious economic, relational, and/or legal situations. The emergence of AI-powered labor platforms like <a href=""https://www.handy.com/app"" target=""_blank"">Handy</a> that match workers to jobs could exacerbate labor conditions with inhumane algorithmic management. For example, a caregiver who is late to a job due to a situation beyond their control, like transit delays, could be automatically penalized by the AI management algorithm the platform uses where a human client would have understood and shown mercy. <a href=""https://www.ndwalabs.org/"" target=""_blank"">NDWA Labs</a>, ""the innovation arm"" of the organization, is deploying technology to do just the opposite, ""building products that transform domestic work jobs into good jobs by bringing respect, living wages, and benefits to an invisible, undervalued, and vulnerable part of the economy."" That includes Alia, a digital platform that makes it easy for domestic workers to receive portable benefits such as paid time off and insurance, and La Alianza, a digital media platform and chatbot with over 230K users that make it easy for domestic workers to obtain vital information and resources to improve their working conditions. NDWA has organized over 250,000 workers to their movement in all 50 states, won 12 new rights through Domestic Workers Bills of Rights in 9 states and 2 cities, and support over 75 local Affiliates & Chapters. The group deftly uses popular media, such as the feature film 'The Help,' to organize.",Social movement,United States
1,6,"Callum Cant is the author of Writing for Deliveroo, finding that ""Workers are being tyrannized by algorithms and exploited for the profit of the few – but they are not taking it lying down."" In the book ""Cant reveals a transnational network of encrypted chats and informal groups which have given birth to a wave of strikes and protests.""","<a href=""https://strategyofrefusal.com/"" target=""_blank"">Callum Cant</a> is the author of <a href=""https://www.wiley.com/en-us/Riding+for+Deliveroo:+Resistance+in+the+New+Economy-p-9781509535507"" target=""_blank"">Writing for Deliveroo</a>, finding that ""Workers are being tyrannized by algorithms and exploited for the profit of the few – but they are not taking it lying down."" In the book ""Cant reveals a transnational network of encrypted chats and informal groups which have given birth to a wave of strikes and protests.""",Academic / Researcher,United Kingdom
1,6,"App Drivers & Couriers Union couriers (ADCU) is UK's independent trade union. ADCU offers legal assistance, representation, and solidarity in the fight for better conditions for app based couriers (such as fighting for pay rises and against unfair deactivations). In a court case against Uber focusing on so called ""robo-firings"" the ADCU leverages current regulation (GDPR) to access driver's data.","<a href=""https://www.adcu.org.uk/"" target=""_blank""> App Drivers &amp; Couriers Union couriers </a>(ADCU) is UK's independent trade union. ADCU offers legal assistance, representation, and solidarity in the fight for better conditions for app based couriers (such as fighting for pay rises and against unfair deactivations). In a <a href=""https://www.trtworld.com/magazine/uber-in-for-a-rough-ride-over-robo-firing-40953"" target=""_blank"">court case against Uber focusing on so called ""robo-firings""</a> the ADCU leverages current regulation (GDPR) to access driver's data.",Civil society,United Kingdom
1,6,Fairwork is an international research community studying the platform economy.,"<a href=""https://fair.work/en/fw/homepage/"" target=""_blank"">Fairwork</a> is an international research community studying the platform economy.",Academic / Researcher,United Kingdom
1,6,Coworker.org is a labor activism group.Together with Dan Calacci from MIT they launched an SMS-bot called the Shopper Transparency Calculator as part of an effort to gain insight about the ways that Shipt's new payment algorithm impacts worker pay.,"<a href=""http://coworker.org/"" target=""_blank"">Coworker.org</a> is a labor activism group.Together with Dan Calacci from MIT they launched an SMS-bot called the <a href=""https://home.coworker.org/shiptcalc/"" target=""_blank"">Shopper Transparency Calculator</a> as part of an effort to gain insight about the ways that Shipt's new payment algorithm impacts worker pay.",Civil society,United States
1,6,"IT for Change - part of the Fair, Green, and Global Alliance, dedicated to making trade equitable, also created a data rights agenda for platform and gig economy workers. Working on tech policy, data justice, and gender justice in the Indian context.","<a href=""https://itforchange.net/"" target=""_blank"">IT for Change</a> - part of the Fair, Green, and Global Alliance, dedicated to making trade equitable, also created a data rights agenda for platform and gig economy workers. Working on tech policy, data justice, and gender justice in the Indian context.",Digital rights,India
1,6,Collective Action in Tech created an open research database to document all of the tech worker organizing collective actions. Tech workers are beginning to find and hone their collective organizing muscles after years of individual actions and employer retribution.,"<a href=""https://collectiveaction.tech/"" target=""_blank"">Collective Action in Tech</a> created an open research database to document all of the tech worker organizing collective actions. Tech workers are beginning to find and hone their collective organizing muscles after years of individual actions and employer retribution.",Social movement,United States
1,6,"Alex Rosenblat is a Data & Society Fellow and the author of Uberland in which she conducted interviews with Uber drivers and ""examined how technology rhetoric and algorithmic management shape the culture of work.""","<a href=""https://alexrosenblat.com/"" target=""_blank"">Alex Rosenblat</a> is a Data & Society Fellow and the author of <a href=""https://www.ucpress.edu/book/9780520324800/uberland"" target=""_blank"">Uberland</a> in which she conducted interviews with Uber drivers and ""examined how technology rhetoric and algorithmic management shape the culture of work.""",Academic / Researcher,United States
1,6,AMABR is the Association of App based Motorcyclists and Drivers in Brazil advocating for better working conditions for its members.,"<a href=""https://www.amabr.net/"" target=""_blank"">AMABR</a> is the Association of App based Motorcyclists and Drivers in Brazil advocating for better working conditions for its members.",Civil society,Brazil
1,6,Prospect is a trade union that launched a quiz called Lighthouse by Keith Porcaro to help unions think about how to use and handle data.,"<a href=""https://prospect.org.uk/"" target=""_blank"">Prospect</a> is a trade union that launched a quiz called <a href=""https://lighthouse.prospect.org.uk/"" target=""_blank"">Lighthouse</a> by Keith Porcaro to help unions think about how to use and handle data.",Civil society,United Kingdom
